CUSTID,SDATE,PRODUCTID,L_CLASS,M_CLASS,SUBTOTAL
100113,2019-05-11,9903453,"SHOES","SHOES03",6960
100113,2019-05-11,9905590,"COSMETICS","COSMETICS03",2000
100113,2019-05-18,9908371,"SHOES","SHOES03",11520
100113,2019-06-09,9900812,"SHOES","SHOES03",4950
100113,2019-08-17,9905590,"COSMETICS","COSMETICS03",2000
100113,2019-09-23,9910495,"SHOES","SHOES03",1300
100113,2019-09-23,9910496,"SHOES","SHOES03",1560
100113,2019-11-04,9900819,"SHOES","SHOES03",2394
100113,2019-11-04,9903561,"SHOES","SHOES03",2116
100113,2019-11-04,9902961,"SHOES","SHOES03",1725
100113,2019-11-04,9908599,"BAG","BAG03",1605
100113,2019-11-13,9907844,"SHOES","SHOES03",1834
100113,2019-11-13,9901605,"SHOES","SHOES03",1834
100113,2019-12-24,9903322,"SHOES","SHOES03",4800
100113,2019-12-24,9900520,"SHOES","SHOES03",4800
100113,2019-12-24,9901359,"SHOES","SHOES03",4200
100113,2019-12-28,9924158,"COSMETICS","COSMETICS01",9960
100117,2019-01-16,9903082,"SHOES","SHOES02",1440
100117,2019-10-20,9900243,"SHOES","SHOES02",2980
100118,2019-01-02,9901811,"BAG","BAG03",2990
100118,2019-02-20,9900450,"SHOES","SHOES03",4250
100118,2019-03-17,9904978,"SHOES","SHOES03",2260
100118,2019-05-22,9900243,"SHOES","SHOES03",1980
100118,2019-07-04,9930291,"BAG","BAG01",4677
100120,2019-04-28,9903552,"SHOES","SHOES03",7700
100120,2019-06-10,9908034,"COSMETICS","COSMETICS01",1190
100120,2019-06-10,9900735,"SHOES","SHOES02",1080
100120,2019-06-10,9900450,"SHOES","SHOES02",4250
100120,2019-06-12,9928441,"SHOES","SHOES02",3318
100120,2019-06-29,9907346,"COSMETICS","COSMETICS03",3700
100122,2019-02-01,9901529,"COSMETICS","COSMETICS03",3420
100122,2019-02-18,9919578,"COSMETICS","COSMETICS03",1660
100122,2019-03-11,9900013,"BAG","BAG02",2325
100122,2019-04-23,9900078,"COSMETICS","COSMETICS03",2100
100122,2019-09-22,9901456,"SHOES","SHOES03",7200
100122,2019-11-12,9905109,"BAG","BAG03",4868
100126,2019-05-22,9908651,"COSMETICS","COSMETICS03",9570
100126,2019-08-25,9902953,"SHOES","SHOES02",5040
100126,2019-08-25,9900734,"SHOES","SHOES02",2756
100126,2019-12-17,9918228,"COSMETICS","COSMETICS03",14800
100127,2019-01-16,9900307,"BAG","BAG02",1440
100127,2019-01-16,9900271,"SHOES","SHOES03",1418
100127,2019-01-16,9900587,"SHOES","SHOES03",1800
100127,2019-02-07,9906753,"BAG","BAG03",1245
100127,2019-02-07,9901515,"SHOES","SHOES03",2280
100127,2019-02-07,9902154,"SHOES","SHOES03",2850
100127,2019-02-23,9904978,"SHOES","SHOES03",2260
100127,2019-02-28,9906753,"BAG","BAG03",2490
100127,2019-02-28,9905800,"COSMETICS","COSMETICS03",1376
100127,2019-06-20,9901718,"BAG","BAG01",3582
100127,2019-06-20,9900749,"BAG","BAG03",1014
100127,2019-06-20,9904085,"COSMETICS","COSMETICS03",4218
100127,2019-06-20,9901586,"BAG","BAG03",5488
100127,2019-06-20,9907966,"BAG","BAG03",1089
100127,2019-06-20,9900748,"BAG","BAG03",3438
100127,2019-06-20,9906536,"BAG","BAG03",1410
100127,2019-09-12,9909221,"COSMETICS","COSMETICS03",1938
100127,2019-09-12,9938050,"COSMETICS","COSMETICS03",11115
100127,2019-09-12,9900875,"COSMETICS","COSMETICS03",1838
100127,2019-10-10,9906753,"BAG","BAG03",1245
100127,2019-10-10,9900761,"COSMETICS","COSMETICS03",6945
100127,2019-11-13,9900307,"BAG","BAG02",1440
100127,2019-11-14,9901191,"SHOES","SHOES03",1938
100127,2019-11-14,9906753,"BAG","BAG03",2490
100127,2019-11-14,9900749,"BAG","BAG03",1352
100127,2019-11-14,9905800,"COSMETICS","COSMETICS03",3096
100127,2019-11-14,9900761,"COSMETICS","COSMETICS03",27780
100127,2019-11-28,9906753,"BAG","BAG03",2490
100130,2019-01-11,9900587,"SHOES","SHOES03",1800
100130,2019-01-26,9915144,"COSMETICS","COSMETICS03",1018
100130,2019-01-26,9915145,"COSMETICS","COSMETICS03",1018
100130,2019-01-26,9915146,"COSMETICS","COSMETICS03",1018
100130,2019-03-05,9900217,"COSMETICS","COSMETICS02",7820
100130,2019-07-06,9905458,"COSMETICS","COSMETICS03",6960
100130,2019-09-15,9900217,"COSMETICS","COSMETICS02",7820
100130,2019-09-15,9900422,"BAG","BAG03",5184
100130,2019-10-26,9900217,"COSMETICS","COSMETICS02",6980
100130,2019-12-28,9900217,"COSMETICS","COSMETICS02",6980
100135,2019-01-03,9909650,"COSMETICS","COSMETICS03",3229
100135,2019-02-22,9910138,"SHOES","SHOES02",2755
100135,2019-02-22,9903712,"SHOES","SHOES03",6555
100135,2019-03-07,9900149,"BAG","BAG01",1976
100135,2019-05-09,9909650,"COSMETICS","COSMETICS03",3229
100135,2019-08-13,9909650,"COSMETICS","COSMETICS03",3399
100135,2019-10-18,9909650,"COSMETICS","COSMETICS03",3229
100135,2019-10-29,9907991,"COSMETICS","COSMETICS03",3980
100135,2019-11-21,9907991,"COSMETICS","COSMETICS03",3781
100137,2019-01-09,9905846,"SHOES","SHOES02",1300
100137,2019-02-05,9900409,"SHOES","SHOES02",3980
100137,2019-03-22,9902157,"SHOES","SHOES02",1060
100137,2019-04-07,9900520,"SHOES","SHOES02",1080
100137,2019-04-07,9901780,"COSMETICS","COSMETICS03",1630
100137,2019-06-03,9900503,"BAG","BAG02",1650
100137,2019-06-07,9900078,"COSMETICS","COSMETICS03",1890
100137,2019-06-07,9901239,"COSMETICS","COSMETICS03",3350
100137,2019-06-23,9911775,"COSMETICS","COSMETICS03",1440
100137,2019-12-09,9908275,"SHOES","SHOES02",1700
100137,2019-12-09,9904756,"SHOES","SHOES02",1025
100138,2019-01-25,9900217,"COSMETICS","COSMETICS02",6980
100138,2019-01-25,9901423,"BAG","BAG01",3098
100138,2019-01-25,9913455,"BAG","BAG01",4104
100138,2019-02-20,9900816,"SHOES","SHOES03",4440
100138,2019-02-20,9901423,"BAG","BAG01",3440
100138,2019-06-03,9900217,"COSMETICS","COSMETICS02",7820
100138,2019-06-29,9901423,"BAG","BAG01",5160
100138,2019-06-29,9900816,"SHOES","SHOES03",5940
100138,2019-08-03,9900217,"COSMETICS","COSMETICS02",6980
100138,2019-10-01,9901423,"BAG","BAG01",5160
100138,2019-10-01,9900217,"COSMETICS","COSMETICS02",6980
100138,2019-10-01,9913455,"BAG","BAG01",6840
100145,2019-02-18,9900450,"SHOES","SHOES02",2550
100145,2019-08-03,9900450,"SHOES","SHOES02",3760
100145,2019-09-02,9938080,"COSMETICS","COSMETICS01",1121
100145,2019-09-21,9900450,"SHOES","SHOES02",3760
100145,2019-11-04,9900450,"SHOES","SHOES02",1880
100145,2019-12-19,9914250,"SHOES","SHOES02",4450
100146,2019-10-25,9906245,"SHOES","SHOES02",1320
100146,2019-10-25,9902927,"SHOES","SHOES02",2375
100146,2019-10-25,9905858,"SHOES","SHOES02",1250
100146,2019-10-25,9904304,"SHOES","SHOES02",2750
100146,2019-12-22,9900167,"SHOES","SHOES02",2280
100146,2019-12-22,9908215,"COSMETICS","COSMETICS01",2415
100147,2019-10-02,9900227,"COSMETICS","COSMETICS02",4100
100147,2019-11-26,9900227,"COSMETICS","COSMETICS02",4100
100150,2019-01-30,9907165,"BAG","BAG03",12000
100150,2019-06-16,9907165,"BAG","BAG03",18630
100150,2019-06-16,9908708,"BAG","BAG01",2151
100150,2019-07-28,9907165,"BAG","BAG03",23000
100150,2019-07-28,9908708,"BAG","BAG01",4780
100150,2019-11-18,9908708,"BAG","BAG01",2151
100150,2019-11-18,9907165,"BAG","BAG03",20700
100151,2019-01-14,9900307,"BAG","BAG02",3456
100151,2019-02-05,9900227,"COSMETICS","COSMETICS02",3250
100151,2019-05-07,9900227,"COSMETICS","COSMETICS02",3250
100151,2019-07-09,9900227,"COSMETICS","COSMETICS02",6500
100151,2019-09-09,9900307,"BAG","BAG02",3456
100151,2019-12-10,9900227,"COSMETICS","COSMETICS02",3900
100152,2019-05-08,9904577,"COSMETICS","COSMETICS03",5673
100152,2019-09-03,9906397,"SHOES","SHOES02",1760
100152,2019-10-15,9903661,"SHOES","SHOES01",8964
100152,2019-11-24,9903975,"COSMETICS","COSMETICS01",1920
100152,2019-11-24,9901255,"COSMETICS","COSMETICS01",2076
100154,2019-05-22,9909237,"SHOES","SHOES03",5700
100154,2019-05-22,9913998,"SHOES","SHOES03",4275
100154,2019-07-28,9900880,"COSMETICS","COSMETICS03",1980
100154,2019-11-19,9916322,"COSMETICS","COSMETICS03",3415
100154,2019-11-19,9907544,"SHOES","SHOES03",1800
100154,2019-11-19,9904133,"BAG","BAG03",3500
100154,2019-12-04,9900990,"COSMETICS","COSMETICS03",1080
100160,2019-01-07,9913828,"COSMETICS","COSMETICS03",3500
100160,2019-01-07,9905263,"COSMETICS","COSMETICS03",3500
100160,2019-07-08,9900735,"SHOES","SHOES02",1080
100160,2019-08-03,9909939,"SHOES","SHOES02",1530
100160,2019-09-02,9905540,"COSMETICS","COSMETICS03",3600
100161,2019-04-10,9903302,"SHOES","SHOES03",6300
100161,2019-04-15,9912683,"COSMETICS","COSMETICS02",4680
100161,2019-04-15,9924718,"SHOES","SHOES02",4590
100162,2019-08-13,9900307,"BAG","BAG02",2880
100162,2019-08-26,9904988,"BAG","BAG01",2980
100162,2019-08-26,9902940,"BAG","BAG03",1950
100162,2019-11-05,9907149,"BAG","BAG02",2400
100163,2019-01-28,9903328,"SHOES","SHOES02",3320
100163,2019-01-28,9902307,"COSMETICS","COSMETICS03",1180
100163,2019-03-16,9900013,"BAG","BAG02",1395
100163,2019-03-16,9900958,"SHOES","SHOES02",1512
100163,2019-03-25,9900603,"COSMETICS","COSMETICS03",2210
100163,2019-03-25,9901046,"COSMETICS","COSMETICS03",2110
100163,2019-07-08,9900243,"SHOES","SHOES02",1980
100163,2019-08-18,9901256,"COSMETICS","COSMETICS01",2552
100163,2019-11-03,9900391,"COSMETICS","COSMETICS03",3960
100163,2019-11-24,9903375,"SHOES","SHOES02",4800
100163,2019-12-03,9903004,"COSMETICS","COSMETICS01",1460
100163,2019-12-03,9901046,"COSMETICS","COSMETICS03",2110
100163,2019-12-03,9900603,"COSMETICS","COSMETICS03",2210
100163,2019-12-03,9902588,"COSMETICS","COSMETICS01",1022
100165,2019-01-05,9900227,"COSMETICS","COSMETICS02",3250
100165,2019-01-09,9900763,"SHOES","SHOES03",2052
100165,2019-01-13,9904791,"COSMETICS","COSMETICS01",3200
100165,2019-02-15,9900217,"COSMETICS","COSMETICS02",7429
100165,2019-03-16,9900508,"BAG","BAG02",1600
100165,2019-04-27,9900217,"COSMETICS","COSMETICS02",6980
100165,2019-04-29,9914188,"SHOES","SHOES03",5800
100165,2019-05-22,9906144,"SHOES","SHOES03",8379
100165,2019-06-24,9903193,"SHOES","SHOES03",4370
100165,2019-07-19,9916190,"BAG","BAG03",2269
100165,2019-08-21,9903647,"SHOES","SHOES03",1240
100165,2019-09-21,9900508,"BAG","BAG02",1600
100165,2019-10-19,9905447,"SHOES","SHOES03",2746
100165,2019-10-19,9904731,"SHOES","SHOES03",1511
100165,2019-11-02,9911717,"COSMETICS","COSMETICS01",15750
100165,2019-12-09,9900227,"COSMETICS","COSMETICS02",6500
100167,2019-03-03,9904111,"COSMETICS","COSMETICS03",1400
100167,2019-03-27,9902794,"SHOES","SHOES02",2722
100167,2019-04-12,9902794,"SHOES","SHOES02",2873
100167,2019-07-06,9932623,"SHOES","SHOES03",6600
100167,2019-07-06,9900243,"SHOES","SHOES02",1980
100167,2019-07-28,9900117,"COSMETICS","COSMETICS01",1225
100168,2019-05-15,9904724,"COSMETICS","COSMETICS02",2831
100168,2019-05-15,9907202,"SHOES","SHOES03",7823
100168,2019-05-15,9915912,"SHOES","SHOES03",4685
100168,2019-07-26,9903967,"BAG","BAG03",1020
100168,2019-07-26,9908633,"COSMETICS","COSMETICS03",1130
100168,2019-07-26,9921632,"COSMETICS","COSMETICS03",1140
100168,2019-07-26,9903966,"BAG","BAG03",3860
100168,2019-07-26,9913060,"BAG","BAG03",1930
100168,2019-10-19,9902679,"COSMETICS","COSMETICS03",1948
100168,2019-11-21,9902307,"COSMETICS","COSMETICS03",1121
100168,2019-11-21,9901981,"COSMETICS","COSMETICS03",8313
100169,2019-06-23,9904827,"COSMETICS","COSMETICS03",5880
100169,2019-09-16,9905432,"SHOES","SHOES02",1980
100169,2019-09-16,9900236,"SHOES","SHOES02",1150
100170,2019-05-25,9920072,"COSMETICS","COSMETICS03",2250
100170,2019-06-21,9911630,"BAG","BAG01",13338
100170,2019-07-08,9900703,"SHOES","SHOES03",2822
100170,2019-07-12,9907306,"SHOES","SHOES03",2098
100170,2019-07-14,9931996,"BAG","BAG03",4860
100170,2019-07-14,9900293,"SHOES","SHOES03",17820
100170,2019-11-09,9938109,"COSMETICS","COSMETICS03",3990
100171,2019-01-04,9900270,"COSMETICS","COSMETICS02",1131
100171,2019-01-04,9900227,"COSMETICS","COSMETICS02",1300
100171,2019-01-25,9934464,"BAG","BAG01",1722
100171,2019-02-22,9900270,"COSMETICS","COSMETICS02",2970
100171,2019-03-02,9900227,"COSMETICS","COSMETICS02",1950
100171,2019-04-18,9934464,"BAG","BAG01",1722
100171,2019-05-06,9900227,"COSMETICS","COSMETICS02",3250
100171,2019-05-30,9902513,"COSMETICS","COSMETICS02",1045
100171,2019-06-13,9900270,"COSMETICS","COSMETICS02",2262
100171,2019-07-05,9900227,"COSMETICS","COSMETICS02",1300
100171,2019-07-25,9900270,"COSMETICS","COSMETICS02",2262
100171,2019-08-21,9902886,"SHOES","SHOES02",1368
100171,2019-09-03,9900227,"COSMETICS","COSMETICS02",1300
100171,2019-10-04,9900270,"COSMETICS","COSMETICS02",2262
100171,2019-10-11,9934464,"BAG","BAG01",2583
100171,2019-11-07,9900270,"COSMETICS","COSMETICS02",2262
100171,2019-11-21,9934464,"BAG","BAG01",1722
100171,2019-12-11,9900813,"SHOES","SHOES02",1596
100171,2019-12-21,9900270,"COSMETICS","COSMETICS02",1980
100176,2019-06-04,9909282,"COSMETICS","COSMETICS03",11622
100176,2019-06-15,9903376,"SHOES","SHOES03",9600
100176,2019-12-11,9901997,"SHOES","SHOES02",6000
100177,2019-05-08,9903143,"BAG","BAG03",9400
100177,2019-05-18,9902882,"SHOES","SHOES03",2980
100177,2019-08-10,9900307,"BAG","BAG02",1440
100177,2019-09-14,9900954,"SHOES","SHOES03",2954
100181,2019-01-17,9925254,"COSMETICS","COSMETICS03",15048
100181,2019-01-31,9901255,"COSMETICS","COSMETICS01",3944
100181,2019-01-31,9903004,"COSMETICS","COSMETICS01",1388
100181,2019-02-04,9925254,"COSMETICS","COSMETICS03",15048
100181,2019-02-04,9904827,"COSMETICS","COSMETICS03",5586
100181,2019-02-14,9903976,"COSMETICS","COSMETICS01",1500
100181,2019-03-06,9903974,"COSMETICS","COSMETICS01",3160
100181,2019-03-26,9900273,"SHOES","SHOES01",1500
100181,2019-03-26,9903976,"COSMETICS","COSMETICS01",1501
100181,2019-03-26,9903974,"COSMETICS","COSMETICS01",1501
100181,2019-03-28,9925254,"COSMETICS","COSMETICS03",15048
100181,2019-04-18,9901255,"COSMETICS","COSMETICS01",1972
100181,2019-04-21,9900330,"SHOES","SHOES02",2340
100181,2019-05-18,9904827,"COSMETICS","COSMETICS03",5880
100181,2019-06-06,9925254,"COSMETICS","COSMETICS03",15048
100181,2019-06-06,9903975,"COSMETICS","COSMETICS01",1824
100181,2019-06-06,9901255,"COSMETICS","COSMETICS01",1972
100181,2019-07-25,9925254,"COSMETICS","COSMETICS03",15048
100181,2019-07-25,9903975,"COSMETICS","COSMETICS01",1824
100181,2019-08-29,9904827,"COSMETICS","COSMETICS03",5586
100181,2019-09-12,9925254,"COSMETICS","COSMETICS03",15048
100181,2019-09-12,9900451,"SHOES","SHOES02",2200
100181,2019-10-12,9925254,"COSMETICS","COSMETICS03",15048
100181,2019-11-07,9904827,"COSMETICS","COSMETICS03",5586
100181,2019-11-21,9901255,"COSMETICS","COSMETICS01",1972
100181,2019-11-21,9925254,"COSMETICS","COSMETICS03",15048
100181,2019-11-21,9901256,"COSMETICS","COSMETICS01",2424
100181,2019-12-01,9900273,"SHOES","SHOES01",1500
100181,2019-12-25,9904827,"COSMETICS","COSMETICS03",5586
100181,2019-12-25,9902573,"SHOES","SHOES01",5000
100181,2019-12-25,9904825,"COSMETICS","COSMETICS03",16340
100181,2019-12-26,9925254,"COSMETICS","COSMETICS03",15048
100182,2019-11-19,9905142,"BAG","BAG01",1564
100184,2019-01-13,9917467,"COSMETICS","COSMETICS03",16000
100184,2019-01-13,9909396,"COSMETICS","COSMETICS03",1120
100184,2019-01-13,9930573,"BAG","BAG03",10400
100184,2019-01-13,9911338,"BAG","BAG03",3084
100184,2019-01-13,9915277,"BAG","BAG03",5400
100184,2019-01-13,9915284,"BAG","BAG03",3026
100184,2019-01-13,9914220,"BAG","BAG03",1168
100184,2019-01-13,9900678,"BAG","BAG03",9680
100184,2019-01-13,9936247,"BAG","BAG03",3548
100184,2019-01-13,9900681,"BAG","BAG03",3084
100184,2019-01-13,9900665,"BAG","BAG03",2061
100184,2019-02-01,9901451,"SHOES","SHOES03",5160
100184,2019-02-23,9905131,"SHOES","SHOES03",2690
100184,2019-02-23,9907991,"COSMETICS","COSMETICS03",3780
100184,2019-03-17,9900847,"BAG","BAG02",1350
100184,2019-03-20,9904116,"SHOES","SHOES03",8379
100184,2019-03-25,9903819,"COSMETICS","COSMETICS02",12000
100184,2019-04-23,9905201,"COSMETICS","COSMETICS02",1644
100184,2019-04-27,9904764,"SHOES","SHOES03",8000
100184,2019-04-27,9903457,"SHOES","SHOES03",3150
100184,2019-05-24,9901062,"SHOES","SHOES03",29000
100184,2019-06-14,9908110,"SHOES","SHOES03",1995
100184,2019-06-18,9902131,"COSMETICS","COSMETICS03",1100
100184,2019-06-18,9910744,"COSMETICS","COSMETICS03",1850
100184,2019-08-19,9903965,"BAG","BAG03",1176
100184,2019-08-19,9902131,"COSMETICS","COSMETICS03",2200
100184,2019-08-23,9901953,"SHOES","SHOES03",1330
100184,2019-08-23,9902725,"SHOES","SHOES03",1350
100184,2019-09-23,9904293,"COSMETICS","COSMETICS02",2930
100184,2019-10-02,9910127,"COSMETICS","COSMETICS02",3705
100184,2019-10-12,9902940,"BAG","BAG03",1950
100184,2019-10-15,9924964,"COSMETICS","COSMETICS01",6439
100184,2019-10-20,9900723,"SHOES","SHOES01",1140
100184,2019-10-23,9910127,"COSMETICS","COSMETICS02",3705
100184,2019-10-23,9904293,"COSMETICS","COSMETICS02",2784
100184,2019-10-23,9904119,"SHOES","SHOES03",8550
100184,2019-11-04,9906821,"COSMETICS","COSMETICS01",1440
100184,2019-11-26,9911821,"COSMETICS","COSMETICS03",2200
100184,2019-12-04,9909559,"COSMETICS","COSMETICS02",1152
100184,2019-12-28,9908405,"COSMETICS","COSMETICS03",2790
100184,2019-12-28,9900567,"COSMETICS","COSMETICS02",1396
100185,2019-01-04,9902309,"COSMETICS","COSMETICS02",5510
100185,2019-01-25,9901255,"COSMETICS","COSMETICS01",1972
100185,2019-01-25,9901256,"COSMETICS","COSMETICS01",2424
100185,2019-02-28,9901256,"COSMETICS","COSMETICS01",2424
100185,2019-02-28,9901255,"COSMETICS","COSMETICS01",1972
100185,2019-03-15,9901255,"COSMETICS","COSMETICS01",1972
100185,2019-03-15,9903975,"COSMETICS","COSMETICS01",1824
100185,2019-03-15,9902309,"COSMETICS","COSMETICS02",2755
100185,2019-05-02,9901046,"COSMETICS","COSMETICS03",2005
100185,2019-05-02,9901255,"COSMETICS","COSMETICS01",1972
100186,2019-01-23,9910128,"COSMETICS","COSMETICS02",2442
100186,2019-01-23,9902697,"COSMETICS","COSMETICS03",4200
100186,2019-02-11,9910208,"SHOES","SHOES03",3300
100186,2019-03-16,9910127,"COSMETICS","COSMETICS02",3900
100186,2019-03-16,9915741,"COSMETICS","COSMETICS02",4470
100186,2019-04-30,9902697,"COSMETICS","COSMETICS03",4200
100186,2019-06-10,9906794,"SHOES","SHOES03",17670
100186,2019-06-10,9905205,"SHOES","SHOES03",3240
100186,2019-06-10,9908798,"SHOES","SHOES03",2430
100186,2019-06-10,9908806,"SHOES","SHOES03",2268
100186,2019-07-03,9938130,"COSMETICS","COSMETICS03",2261
100186,2019-09-01,9900990,"COSMETICS","COSMETICS03",1230
100186,2019-10-01,9903818,"COSMETICS","COSMETICS02",15000
100186,2019-10-05,9900990,"COSMETICS","COSMETICS03",2460
100186,2019-10-05,9902697,"COSMETICS","COSMETICS03",4200
100186,2019-11-05,9938132,"SHOES","SHOES03",8400
100186,2019-11-05,9909553,"COSMETICS","COSMETICS03",6369
100186,2019-11-05,9906228,"COSMETICS","COSMETICS03",3115
100186,2019-11-05,9902697,"COSMETICS","COSMETICS03",3590
100186,2019-11-27,9902975,"BAG","BAG03",3800
100188,2019-03-31,9901791,"SHOES","SHOES02",1360
100188,2019-07-16,9903004,"COSMETICS","COSMETICS01",1280
100188,2019-07-28,9901791,"SHOES","SHOES02",3400
100188,2019-11-04,9903326,"SHOES","SHOES02",3600
100192,2019-07-15,9911827,"COSMETICS","COSMETICS02",7000
100193,2019-07-09,9904279,"SHOES","SHOES03",6600
100194,2019-04-20,9909284,"COSMETICS","COSMETICS03",1850
100194,2019-09-02,9901754,"COSMETICS","COSMETICS02",1800
100194,2019-09-02,9903375,"SHOES","SHOES02",2400
100194,2019-09-02,9909284,"COSMETICS","COSMETICS03",2960
100194,2019-09-07,9902697,"COSMETICS","COSMETICS03",1260
100194,2019-09-10,9902978,"COSMETICS","COSMETICS03",2100
100194,2019-09-24,9904881,"COSMETICS","COSMETICS03",1140
100194,2019-11-26,9904113,"COSMETICS","COSMETICS03",1056
100194,2019-11-26,9902697,"COSMETICS","COSMETICS03",1995
100194,2019-12-10,9932507,"SHOES","SHOES02",1482
100194,2019-12-10,9936913,"SHOES","SHOES02",1248
100196,2019-06-26,9900013,"BAG","BAG02",8380
100196,2019-07-14,9900450,"SHOES","SHOES02",1700
100197,2019-06-17,9910796,"SHOES","SHOES01",1940
100197,2019-06-17,9904041,"BAG","BAG03",7350
100197,2019-06-17,9904791,"COSMETICS","COSMETICS01",3500
100197,2019-06-17,9900769,"COSMETICS","COSMETICS01",4900
100198,2019-01-20,9916758,"BAG","BAG01",9576
100198,2019-01-20,9915594,"BAG","BAG01",7794
100198,2019-01-22,9915594,"BAG","BAG01",7794
100198,2019-01-22,9902420,"BAG","BAG03",6520
100198,2019-01-22,9916758,"BAG","BAG01",9576
100198,2019-01-23,9901448,"SHOES","SHOES03",3780
100198,2019-01-26,9916758,"BAG","BAG01",9576
100199,2019-10-02,9901967,"COSMETICS","COSMETICS01",5110
100200,2019-01-09,9904724,"COSMETICS","COSMETICS02",2980
100200,2019-01-15,9900307,"BAG","BAG02",1440
100200,2019-01-15,9900763,"SHOES","SHOES02",1200
100200,2019-03-19,9900307,"BAG","BAG02",3110
100200,2019-04-07,9908658,"SHOES","SHOES03",20200
100200,2019-04-07,9907496,"SHOES","SHOES03",9780
100200,2019-07-01,9905543,"COSMETICS","COSMETICS02",4980
100200,2019-07-01,9902694,"COSMETICS","COSMETICS02",1750
100200,2019-10-15,9907065,"SHOES","SHOES02",1360
100201,2019-01-07,9905181,"SHOES","SHOES02",2700
100201,2019-01-07,9906618,"BAG","BAG01",2151
100201,2019-01-07,9913455,"BAG","BAG01",2052
100201,2019-01-07,9913828,"COSMETICS","COSMETICS03",3500
100201,2019-04-24,9905504,"SHOES","SHOES02",3960
100201,2019-04-24,9910493,"SHOES","SHOES02",3960
